Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
12786.0,11944.0,28061.0,12.8,12.0,28.1
11600.0,12240.0,28149.0,11.6,12.3,28.2
12574.0,12043.0,28353.0,12.6,12.1,28.4
12727.0,12296.0,27089.0,12.7,12.3,27.1
11870.0,12440.0,28430.0,11.9,12.5,28.5
11513.0,12197.0,27800.0,11.5,12.2,27.8
11817.0,12326.0,29117.0,11.8,12.3,29.1
12821.0,12189.0,28818.0,12.8,12.2,28.8
12338.0,12662.0,28734.0,12.4,12.7,28.8
12249.0,12487.0,27919.0,12.3,12.5,27.9
11581.0,12352.0,29213.0,11.6,12.4,29.2
11326.0,12524.0,28370.0,11.3,12.5,28.4
11983.0,11854.0,28259.0,12.0,11.9,28.3
12619.0,12499.0,27930.0,12.6,12.5,28.0
12319.0,11993.0,28154.0,12.3,12.0,28.2
12779.0,12118.0,27574.0,12.8,12.1,27.6
12499.0,12032.0,29217.0,12.5,12.0,29.2
12252.0,12175.0,28741.0,12.3,12.2,28.8
11919.0,12425.0,27690.0,11.9,12.4,27.7
12758.0,12708.0,28326.0,12.8,12.7,28.4
12518.0,12298.0,27969.0,12.5,12.3,28.0
12670.0,12092.0,28087.0,12.7,12.1,28.1
12992.0,12494.0,28378.0,13.0,12.5,28.4
11934.0,12493.0,28469.0,11.9,12.5,28.5
12289.0,11918.0,27450.0,12.3,11.9,27.5
12194.0,12199.0,28979.0,12.2,12.2,29.0
12727.0,12506.0,27982.0,12.7,12.5,28.0
12149.0,12131.0,27847.0,12.2,12.1,27.9
12928.0,12587.0,27734.0,12.9,12.6,27.8
12272.0,12195.0,28536.0,12.3,12.2,28.6
12257.0,11947.0,28917.0,12.3,12.0,28.9
12301.0,12286.0,28396.0,12.3,12.3,28.4
11161.0,12374.0,29535.0,11.2,12.4,29.6
12532.0,11921.0,28200.0,12.5,11.9,28.2
12324.0,12280.0,28210.0,12.3,12.3,28.2
11974.0,12395.0,27949.0,12.0,12.4,28.0
12053.0,12479.0,28431.0,12.1,12.5,28.5
12055.0,12120.0,28833.0,12.1,12.1,28.9
11627.0,12266.0,28535.0,11.6,12.3,28.6
11595.0,12287.0,28334.0,11.6,12.3,28.4
12160.0,12128.0,28237.0,12.2,12.1,28.3
13171.0,12266.0,27928.0,13.2,12.3,28.0
11871.0,12226.0,27626.0,11.9,12.2,27.7
13865.0,12131.0,27268.0,13.9,12.1,27.3
11995.0,12360.0,28054.0,12.0,12.4,28.1
11486.0,12041.0,28453.0,11.5,12.1,28.5
12450.0,11983.0,29103.0,12.5,12.0,29.1
11970.0,12147.0,28384.0,12.0,12.2,28.4
12559.0,12394.0,27597.0,12.6,12.4,27.6
11238.0,11810.0,27501.0,11.2,11.8,27.5
12581.0,12143.0,28323.0,12.6,12.2,28.4
12212.0,12415.0,28969.0,12.2,12.4,29.0
12687.0,12136.0,28250.0,12.7,12.1,28.3
12517.0,12217.0,29138.0,12.5,12.2,29.2
12309.0,12489.0,28958.0,12.3,12.5,29.0
12403.0,12519.0,28769.0,12.4,12.5,28.8
12763.0,12281.0,28744.0,12.8,12.3,28.8
12035.0,12112.0,28799.0,12.0,12.1,28.8
12392.0,12439.0,28163.0,12.4,12.5,28.2
12398.0,12255.0,27859.0,12.4,12.3,27.9
12757.0,12479.0,28336.0,12.8,12.5,28.4
12523.0,12150.0,28438.0,12.5,12.2,28.5
12681.0,12517.0,28458.0,12.7,12.5,28.5
12772.0,12294.0,28212.0,12.8,12.3,28.2
12585.0,12294.0,27834.0,12.6,12.3,27.9
12484.0,12049.0,28801.0,12.5,12.1,28.8
11783.0,12154.0,27841.0,11.8,12.2,27.9
12649.0,12443.0,27162.0,12.7,12.5,27.2
13242.0,12572.0,27396.0,13.3,12.6,27.4
12243.0,12192.0,28330.0,12.3,12.2,28.4
12310.0,12611.0,28097.0,12.3,12.6,28.1
12238.0,12358.0,28732.0,12.3,12.4,28.8
12736.0,12369.0,28315.0,12.7,12.4,28.3
13407.0,12103.0,27643.0,13.4,12.1,27.7
12298.0,12450.0,27566.0,12.3,12.5,27.6
13313.0,12231.0,28304.0,13.3,12.2,28.3
12077.0,12620.0,28424.0,12.1,12.6,28.5
12162.0,11807.0,28581.0,12.2,11.8,28.6
13766.0,12110.0,27619.0,13.8,12.1,27.6
12116.0,12526.0,28056.0,12.1,12.5,28.1
12481.0,12301.0,29281.0,12.5,12.3,29.3
12518.0,12256.0,28497.0,12.5,12.3,28.5
11815.0,12446.0,28854.0,11.8,12.5,28.9
11808.0,12496.0,28314.0,11.8,12.5,28.3
12031.0,12501.0,28066.0,12.0,12.5,28.1
12133.0,12268.0,27806.0,12.1,12.3,27.8
10787.0,9863.0,24739.0,10.8,9.9,24.8
10974.0,10055.0,24067.0,11.0,10.1,24.1
10650.0,9937.0,24993.0,10.7,9.9,25.0
10753.0,10162.0,24942.0,10.8,10.2,25.0
11059.0,10086.0,23883.0,11.1,10.1,23.9
10285.0,10445.0,24411.0,10.3,10.5,24.4
10837.0,10042.0,24204.0,10.8,10.1,24.2
10189.0,9982.0,24105.0,10.2,10.0,24.1
10109.0,9955.0,23704.0,10.1,10.0,23.7
10511.0,10677.0,24115.0,10.5,10.7,24.1
10259.0,10091.0,24012.0,10.3,10.1,24.0
11110.0,9893.0,23862.0,11.1,9.9,23.9
10440.0,9808.0,24283.0,10.5,9.8,24.3
10217.0,10170.0,24381.0,10.2,10.2,24.4
11528.0,10237.0,24864.0,11.5,10.2,24.9
9378.0,10084.0,25057.0,9.4,10.1,25.1
9796.0,10120.0,24231.0,9.8,10.1,24.3
10537.0,10124.0,24782.0,10.5,10.1,24.8
10360.0,10107.0,24513.0,10.4,10.1,24.5
10484.0,10211.0,25610.0,10.5,10.2,25.6
9248.0,10089.0,25526.0,9.3,10.1,25.6
9911.0,10146.0,24185.0,9.9,10.2,24.2
9633.0,9987.0,24982.0,9.6,10.0,25.0
10642.0,10238.0,24333.0,10.7,10.2,24.4
11323.0,10208.0,24693.0,11.3,10.2,24.7
9829.0,10309.0,25229.0,9.8,10.3,25.3
10775.0,10103.0,24882.0,10.8,10.1,24.9
9733.0,10438.0,24318.0,9.7,10.4,24.3
11512.0,10227.0,25303.0,11.5,10.2,25.3
11507.0,10425.0,24574.0,11.5,10.4,24.6
10883.0,10349.0,24452.0,10.9,10.4,24.5
10680.0,9921.0,24957.0,10.7,9.9,25.0
10533.0,10230.0,25250.0,10.5,10.2,25.3
11053.0,10528.0,24748.0,11.1,10.5,24.8
9857.0,9927.0,24754.0,9.9,9.9,24.8
10780.0,10152.0,25349.0,10.8,10.2,25.4
10209.0,10220.0,24832.0,10.2,10.2,24.9
10691.0,9922.0,24369.0,10.7,9.9,24.4
9258.0,10517.0,24121.0,9.3,10.5,24.1
10793.0,9981.0,23813.0,10.8,10.0,23.8
10090.0,10024.0,24948.0,10.1,10.0,25.0
11767.0,10426.0,24864.0,11.8,10.4,24.9
10268.0,10280.0,23831.0,10.3,10.3,23.9
10728.0,10037.0,25310.0,10.7,10.0,25.3
11241.0,10211.0,25336.0,11.3,10.2,25.4
10255.0,10234.0,26212.0,10.3,10.2,26.2
11316.0,10327.0,24752.0,11.3,10.3,24.8
10217.0,10240.0,24323.0,10.2,10.3,24.3
10470.0,10768.0,24725.0,10.5,10.8,24.7
9944.0,10273.0,24802.0,10.0,10.3,24.8
11157.0,10079.0,25278.0,11.2,10.1,25.3
11065.0,10283.0,25440.0,11.1,10.3,25.5
10867.0,10554.0,25624.0,10.9,10.6,25.6
10453.0,10287.0,25867.0,10.5,10.3,25.9
9539.0,10325.0,24898.0,9.5,10.3,24.9
10444.0,9989.0,25388.0,10.5,10.0,25.4
10645.0,10104.0,25081.0,10.7,10.1,25.1
11486.0,10584.0,25137.0,11.5,10.6,25.2
10497.0,10355.0,24759.0,10.5,10.4,24.8
10572.0,10358.0,25585.0,10.6,10.4,25.6
11656.0,10436.0,25853.0,11.7,10.4,25.9
10734.0,10412.0,24819.0,10.7,10.4,24.8
10910.0,10577.0,24836.0,10.9,10.6,24.9
10975.0,10203.0,25061.0,11.0,10.2,25.1
11452.0,10296.0,25755.0,11.5,10.3,25.8
9857.0,10260.0,25463.0,9.9,10.3,25.5
10606.0,10378.0,25567.0,10.6,10.4,25.6
10612.0,10611.0,25401.0,10.6,10.6,25.4
11089.0,10618.0,24830.0,11.1,10.6,24.9
10764.0,10302.0,26163.0,10.8,10.3,26.2
10969.0,10334.0,25203.0,11.0,10.3,25.2
11469.0,10436.0,25728.0,11.5,10.4,25.8
11367.0,10267.0,24727.0,11.4,10.3,24.8
11221.0,10798.0,25041.0,11.2,10.8,25.1
10444.0,10539.0,25229.0,10.5,10.5,25.3
10513.0,10470.0,25576.0,10.5,10.5,25.6
10411.0,10013.0,26254.0,10.4,10.0,26.3
11267.0,10344.0,25976.0,11.3,10.4,26.0
10490.0,10809.0,24752.0,10.5,10.8,24.8
10800.0,10422.0,26236.0,10.8,10.4,26.3
9881.0,10804.0,25379.0,9.9,10.8,25.4
11062.0,10211.0,25422.0,11.1,10.2,25.4
11073.0,10423.0,26026.0,11.1,10.4,26.1
10723.0,10506.0,25000.0,10.7,10.5,25.0
11130.0,10868.0,25475.0,11.1,10.9,25.5
10881.0,10583.0,25825.0,10.9,10.6,25.9
11804.0,10188.0,26170.0,11.8,10.2,26.2
10775.0,10775.0,25509.0,10.8,10.8,25.5
10679.0,10255.0,26000.0,10.7,10.3,26.0
11218.0,10589.0,25887.0,11.2,10.6,25.9
11027.0,10382.0,25196.0,11.0,10.4,25.2
11036.0,10278.0,25405.0,11.0,10.3,25.4
11037.0,10633.0,25216.0,11.0,10.6,25.2
10876.0,10702.0,25659.0,10.9,10.7,25.7
12055.0,10471.0,25055.0,12.1,10.5,25.1
10588.0,10305.0,26594.0,10.6,10.3,26.6
10434.0,10592.0,25939.0,10.4,10.6,26.0
10289.0,10393.0,25919.0,10.3,10.4,25.9
10334.0,10643.0,25927.0,10.3,10.7,26.0
10441.0,10320.0,24875.0,10.5,10.3,24.9
10784.0,10019.0,25351.0,10.8,10.0,25.4
11421.0,10700.0,25724.0,11.4,10.7,25.7
10276.0,10903.0,25280.0,10.3,10.9,25.3
10856.0,10676.0,25768.0,10.9,10.7,25.8
9878.0,10380.0,26017.0,9.9,10.4,26.0
10613.0,10626.0,25476.0,10.6,10.6,25.5
9772.0,10642.0,25369.0,9.8,10.7,25.4
9958.0,10762.0,25026.0,10.0,10.8,25.1
10605.0,10513.0,25565.0,10.6,10.5,25.6
11099.0,10374.0,25114.0,11.1,10.4,25.1
10659.0,10587.0,25311.0,10.7,10.6,25.3
10402.0,10281.0,25801.0,10.4,10.3,25.8
10777.0,10767.0,25703.0,10.8,10.8,25.7
10731.0,10662.0,25511.0,10.7,10.7,25.5
11401.0,10858.0,25149.0,11.4,10.9,25.2
11011.0,10453.0,25813.0,11.0,10.5,25.8
12426.0,10740.0,25903.0,12.4,10.8,25.9
10408.0,10783.0,26470.0,10.4,10.8,26.5
11253.0,10562.0,25800.0,11.3,10.6,25.8
11570.0,10286.0,25349.0,11.6,10.3,25.4
10276.0,10499.0,26022.0,10.3,10.5,26.0
10414.0,10405.0,25426.0,10.4,10.4,25.5
11654.0,10746.0,24806.0,11.7,10.8,24.8
11417.0,10692.0,26625.0,11.4,10.7,26.7
10803.0,10869.0,26744.0,10.8,10.9,26.8
10238.0,10610.0,26578.0,10.2,10.6,26.6
11378.0,10681.0,25079.0,11.4,10.7,25.1
11207.0,10351.0,25965.0,11.2,10.4,26.0
10485.0,11102.0,26274.0,10.5,11.1,26.3
11275.0,10551.0,26382.0,11.3,10.6,26.4
10284.0,10918.0,24908.0,10.3,10.9,24.9
12050.0,10423.0,25847.0,12.1,10.4,25.9
11121.0,10425.0,26084.0,11.1,10.4,26.1
11086.0,10913.0,26159.0,11.1,10.9,26.2
11132.0,10853.0,26697.0,11.1,10.9,26.7
10610.0,10818.0,26284.0,10.6,10.8,26.3
11400.0,10749.0,25679.0,11.4,10.8,25.7
11872.0,11226.0,25638.0,11.9,11.2,25.7
11199.0,11047.0,25595.0,11.2,11.1,25.6
11136.0,10804.0,25663.0,11.1,10.8,25.7
10679.0,10812.0,26699.0,10.7,10.8,26.7
10510.0,11055.0,25827.0,10.5,11.1,25.9
10903.0,10563.0,25373.0,10.9,10.6,25.4
10630.0,10891.0,26497.0,10.6,10.9,26.5
11748.0,10806.0,26154.0,11.8,10.8,26.2
11452.0,10851.0,25782.0,11.5,10.9,25.8
11421.0,10838.0,25570.0,11.4,10.8,25.6
10289.0,11125.0,26482.0,10.3,11.1,26.5
11917.0,10830.0,25410.0,11.9,10.8,25.4
10585.0,10939.0,26570.0,10.6,10.9,26.6
10496.0,10918.0,25863.0,10.5,10.9,25.9
11135.0,10940.0,26212.0,11.1,11.0,26.2
10227.0,10968.0,26324.0,10.2,11.0,26.4
10806.0,10865.0,26044.0,10.8,10.9,26.1
11120.0,10909.0,25045.0,11.1,10.9,25.1
11176.0,10839.0,25796.0,11.2,10.8,25.8
11151.0,11220.0,26310.0,11.2,11.2,26.3
11389.0,11000.0,25716.0,11.4,11.0,25.7
11132.0,10860.0,27248.0,11.1,10.9,27.3
11675.0,10716.0,25742.0,11.7,10.7,25.8
11322.0,10840.0,26453.0,11.3,10.9,26.5
10654.0,10785.0,26622.0,10.7,10.8,26.6
10369.0,10698.0,26390.0,10.4,10.7,26.4
10351.0,10766.0,26139.0,10.4,10.8,26.2
11472.0,11038.0,26012.0,11.5,11.0,26.0
10851.0,10891.0,26797.0,10.9,10.9,26.8
10834.0,10589.0,26397.0,10.8,10.6,26.4
11961.0,10828.0,25958.0,12.0,10.8,26.0
10805.0,10980.0,26587.0,10.8,11.0,26.6
10707.0,11109.0,25285.0,10.7,11.1,25.3
10827.0,10885.0,25734.0,10.8,10.9,25.8
10677.0,10904.0,26801.0,10.7,10.9,26.8
11727.0,10882.0,26484.0,11.7,10.9,26.5
11409.0,10861.0,27898.0,11.4,10.9,27.9
11886.0,11071.0,25904.0,11.9,11.1,25.9
11365.0,10779.0,26518.0,11.4,10.8,26.5
11199.0,10811.0,26942.0,11.2,10.8,27.0
11013.0,11301.0,25903.0,11.0,11.3,25.9
11907.0,10880.0,25983.0,11.9,10.9,26.0
10832.0,11375.0,26905.0,10.8,11.4,26.9
10840.0,11268.0,26173.0,10.9,11.3,26.2
11849.0,11223.0,26441.0,11.9,11.2,26.5
11649.0,11014.0,26403.0,11.7,11.0,26.4
10954.0,10687.0,27191.0,11.0,10.7,27.2
11765.0,11103.0,25803.0,11.8,11.1,25.8
11194.0,10837.0,27006.0,11.2,10.8,27.0
11356.0,10831.0,25709.0,11.4,10.8,25.7
10949.0,10945.0,27253.0,11.0,11.0,27.3
11161.0,11033.0,26820.0,11.2,11.0,26.8
11043.0,11104.0,27206.0,11.1,11.1,27.2
11132.0,11192.0,26004.0,11.1,11.2,26.0
11165.0,10521.0,26260.0,11.2,10.5,26.3
10850.0,11035.0,26242.0,10.9,11.0,26.3
11322.0,10922.0,26999.0,11.3,10.9,27.0
11178.0,11102.0,26856.0,11.2,11.1,26.9
11746.0,11002.0,26442.0,11.8,11.0,26.5
11424.0,10880.0,26560.0,11.4,10.9,26.6
10989.0,10953.0,26414.0,11.0,11.0,26.4
11033.0,11355.0,26699.0,11.0,11.4,26.7
10993.0,11091.0,26537.0,11.0,11.1,26.6
11242.0,11460.0,26762.0,11.3,11.5,26.8
11199.0,11187.0,26875.0,11.2,11.2,26.9
12071.0,11038.0,26474.0,12.1,11.0,26.5
11702.0,11194.0,26378.0,11.7,11.2,26.4
10901.0,11196.0,27560.0,10.9,11.2,27.6
11741.0,10958.0,26936.0,11.8,11.0,27.0
11651.0,11437.0,26932.0,11.7,11.4,27.0
11453.0,10887.0,26796.0,11.5,10.9,26.8
10447.0,11224.0,26526.0,10.5,11.2,26.6
11175.0,11418.0,27014.0,11.2,11.4,27.0
10813.0,10827.0,26543.0,10.8,10.8,26.6
11650.0,11330.0,25687.0,11.7,11.3,25.7
11634.0,11303.0,27589.0,11.6,11.3,27.6
11598.0,11195.0,27038.0,11.6,11.2,27.1
11420.0,11114.0,25203.0,11.4,11.1,25.2
11800.0,11358.0,26845.0,11.8,11.4,26.9
10958.0,11128.0,26963.0,11.0,11.1,27.0
11192.0,11598.0,27929.0,11.2,11.6,28.0
11512.0,10914.0,27182.0,11.5,10.9,27.2
10906.0,11111.0,27158.0,10.9,11.1,27.2
11507.0,10865.0,26393.0,11.5,10.9,26.4
11898.0,11036.0,26887.0,11.9,11.0,26.9
11569.0,11357.0,27501.0,11.6,11.4,27.5
11338.0,11025.0,26870.0,11.3,11.0,26.9
11005.0,11027.0,26797.0,11.0,11.0,26.8
12867.0,11176.0,26286.0,12.9,11.2,26.3
11565.0,11541.0,26902.0,11.6,11.6,26.9
11427.0,11202.0,26793.0,11.4,11.2,26.8
11489.0,11453.0,26127.0,11.5,11.5,26.2
11746.0,11293.0,26885.0,11.8,11.3,26.9
11525.0,11051.0,27733.0,11.5,11.1,27.8
10898.0,11120.0,26887.0,10.9,11.1,26.9
11350.0,11069.0,26898.0,11.4,11.1,26.9
11197.0,11283.0,26845.0,11.2,11.3,26.9
11409.0,11069.0,26992.0,11.4,11.1,27.0
11145.0,10965.0,26894.0,11.2,11.0,26.9
10852.0,11232.0,26079.0,10.9,11.2,26.1
11080.0,11502.0,27759.0,11.1,11.5,27.8
11736.0,11097.0,26896.0,11.7,11.1,26.9
11426.0,11033.0,26677.0,11.4,11.0,26.7
11419.0,11386.0,26927.0,11.4,11.4,27.0
11625.0,11564.0,26902.0,11.6,11.6,26.9
11208.0,11223.0,27456.0,11.2,11.2,27.5
11519.0,11309.0,27456.0,11.5,11.3,27.5
11333.0,11272.0,27377.0,11.3,11.3,27.4
12570.0,11409.0,27404.0,12.6,11.4,27.4
11589.0,11170.0,27379.0,11.6,11.2,27.4
12613.0,10916.0,26554.0,12.6,10.9,26.6
10646.0,11186.0,26968.0,10.7,11.2,27.0
11071.0,11262.0,27041.0,11.1,11.3,27.1
11856.0,11312.0,27470.0,11.9,11.3,27.5
10925.0,11314.0,27112.0,10.9,11.3,27.1
11671.0,11087.0,27526.0,11.7,11.1,27.6
11362.0,11238.0,27760.0,11.4,11.2,27.8
11546.0,10983.0,27022.0,11.6,11.0,27.0
11753.0,11277.0,26252.0,11.8,11.3,26.3
11198.0,11395.0,26955.0,11.2,11.4,27.0
12201.0,11155.0,26447.0,12.2,11.2,26.5
11592.0,11675.0,27524.0,11.6,11.7,27.6
11720.0,11116.0,26190.0,11.7,11.1,26.2
10930.0,11397.0,26030.0,10.9,11.4,26.1
11588.0,11566.0,26843.0,11.6,11.6,26.9
12064.0,11362.0,27683.0,12.1,11.4,27.7
11761.0,11550.0,26746.0,11.8,11.6,26.8
11826.0,11653.0,27120.0,11.8,11.7,27.1
11097.0,11450.0,26439.0,11.1,11.5,26.5
12407.0,11496.0,26461.0,12.4,11.5,26.5
12035.0,11759.0,27439.0,12.0,11.8,27.5
11511.0,11491.0,26911.0,11.5,11.5,26.9
11367.0,11873.0,27160.0,11.4,11.9,27.2
11474.0,11397.0,27453.0,11.5,11.4,27.5
12818.0,11543.0,27398.0,12.8,11.6,27.4
11054.0,11425.0,27414.0,11.1,11.4,27.4
12505.0,11418.0,27621.0,12.5,11.4,27.6
11538.0,11831.0,27835.0,11.5,11.8,27.9
11485.0,11869.0,27383.0,11.5,11.9,27.4
11135.0,11522.0,27775.0,11.1,11.5,27.8
11561.0,11921.0,27710.0,11.6,11.9,27.7
11975.0,11439.0,27373.0,12.0,11.5,27.4
10959.0,11302.0,28314.0,11.0,11.3,28.3
11982.0,11572.0,28003.0,12.0,11.6,28.0
11169.0,11168.0,27509.0,11.2,11.2,27.5
11154.0,11563.0,26981.0,11.2,11.6,27.0
11299.0,11254.0,27812.0,11.3,11.3,27.8
11459.0,11200.0,27974.0,11.5,11.2,28.0
12455.0,11343.0,26565.0,12.5,11.4,26.6
12783.0,11531.0,26926.0,12.8,11.5,27.0
10942.0,11461.0,26779.0,11.0,11.5,26.8
12492.0,11780.0,27362.0,12.5,11.8,27.4
11206.0,11603.0,27409.0,11.2,11.6,27.4
12212.0,11487.0,27170.0,12.2,11.5,27.2
11855.0,11826.0,27777.0,11.9,11.8,27.8
11830.0,11410.0,28004.0,11.8,11.4,28.0
11170.0,11261.0,26442.0,11.2,11.3,26.5
11471.0,11058.0,26951.0,11.5,11.1,27.0
11510.0,11480.0,27284.0,11.5,11.5,27.3
12819.0,11652.0,26856.0,12.8,11.7,26.9
11677.0,11423.0,28091.0,11.7,11.4,28.1
12266.0,11872.0,26765.0,12.3,11.9,26.8
12199.0,11522.0,28357.0,12.2,11.5,28.4
11990.0,11463.0,27461.0,12.0,11.5,27.5
12324.0,11309.0,26751.0,12.3,11.3,26.8
10873.0,11439.0,28662.0,10.9,11.5,28.7
12239.0,11481.0,26025.0,12.3,11.5,26.1
12040.0,11607.0,26588.0,12.1,11.6,26.6
11360.0,11781.0,28242.0,11.4,11.8,28.3
11669.0,11827.0,28279.0,11.7,11.8,28.3
12182.0,11719.0,27883.0,12.2,11.7,27.9
11442.0,11495.0,28021.0,11.5,11.5,28.0
11613.0,11682.0,26878.0,11.6,11.7,26.9
11866.0,11890.0,28339.0,11.9,11.9,28.4
11308.0,11741.0,27320.0,11.3,11.8,27.3
11212.0,11951.0,27215.0,11.2,12.0,27.2
11608.0,11428.0,27049.0,11.6,11.4,27.1
11836.0,11569.0,27028.0,11.8,11.6,27.1
11268.0,11814.0,27947.0,11.3,11.8,28.0
11742.0,11318.0,28334.0,11.8,11.3,28.4
12110.0,11695.0,27598.0,12.1,11.7,27.6
12114.0,11158.0,26955.0,12.1,11.2,27.0
11595.0,11595.0,27112.0,11.6,11.6,27.1
11203.0,11630.0,28117.0,11.2,11.6,28.1
11307.0,11401.0,28128.0,11.3,11.4,28.2
11928.0,11649.0,27065.0,11.9,11.7,27.1
11853.0,11438.0,26977.0,11.9,11.4,27.0
11222.0,11624.0,27196.0,11.2,11.6,27.2
11510.0,11773.0,27496.0,11.5,11.8,27.5
11900.0,11118.0,28234.0,11.9,11.1,28.3
11795.0,11539.0,27644.0,11.8,11.6,27.7
12580.0,11763.0,27251.0,12.6,11.8,27.3
12041.0,11670.0,27019.0,12.1,11.7,27.0
12336.0,11298.0,27989.0,12.3,11.3,28.0
11994.0,11501.0,27641.0,12.0,11.5,27.7
11895.0,11631.0,27247.0,11.9,11.6,27.3
11464.0,11781.0,28552.0,11.5,11.8,28.6
12305.0,11990.0,27386.0,12.3,12.0,27.4
12285.0,11786.0,27577.0,12.3,11.8,27.6
11400.0,11426.0,26902.0,11.4,11.4,26.9
12056.0,11720.0,27669.0,12.1,11.7,27.7
11485.0,11707.0,27820.0,11.5,11.7,27.8
12541.0,11634.0,27644.0,12.6,11.6,27.7
11854.0,12038.0,26063.0,11.9,12.1,26.1
12807.0,11312.0,27673.0,12.8,11.3,27.7
11444.0,11577.0,27592.0,11.5,11.6,27.6
12097.0,11445.0,27668.0,12.1,11.5,27.7
11336.0,11772.0,28216.0,11.3,11.8,28.2
11996.0,11770.0,27193.0,12.0,11.8,27.2
11992.0,11770.0,27543.0,12.0,11.8,27.6
11311.0,11910.0,28329.0,11.3,11.9,28.4
11731.0,11827.0,27341.0,11.7,11.8,27.4
11448.0,11759.0,28096.0,11.5,11.8,28.1
11414.0,12312.0,28340.0,11.4,12.3,28.4
11938.0,11620.0,27352.0,11.9,11.6,27.4
11943.0,11644.0,27398.0,12.0,11.7,27.4
12145.0,11732.0,27260.0,12.2,11.7,27.3
12040.0,11891.0,27823.0,12.1,11.9,27.9
11887.0,11872.0,27789.0,11.9,11.9,27.8
12597.0,11749.0,27298.0,12.6,11.8,27.3
12612.0,11594.0,27234.0,12.6,11.6,27.3
11573.0,11719.0,27652.0,11.6,11.7,27.7
11413.0,12112.0,28558.0,11.4,12.1,28.6
12144.0,11417.0,27280.0,12.2,11.4,27.3
12128.0,11703.0,28019.0,12.1,11.7,28.0
11879.0,11911.0,28389.0,11.9,11.9,28.4
12858.0,12007.0,27546.0,12.9,12.0,27.6
12192.0,12094.0,27516.0,12.2,12.1,27.5
12794.0,11384.0,28480.0,12.8,11.4,28.5
11955.0,12039.0,28103.0,12.0,12.1,28.1
12212.0,11692.0,27476.0,12.2,11.7,27.5
13269.0,11483.0,27050.0,13.3,11.5,27.1
11858.0,11723.0,28117.0,11.9,11.7,28.1
11826.0,11451.0,28704.0,11.8,11.5,28.7
12452.0,11679.0,27270.0,12.5,11.7,27.3
12301.0,12090.0,28329.0,12.3,12.1,28.4
11573.0,11783.0,27081.0,11.6,11.8,27.1
11833.0,12092.0,28155.0,11.8,12.1,28.2
12441.0,11704.0,27124.0,12.5,11.7,27.2
11721.0,11788.0,27895.0,11.7,11.8,27.9
11768.0,11850.0,28456.0,11.8,11.9,28.5
11987.0,11455.0,27857.0,12.0,11.5,27.9
11423.0,12019.0,27118.0,11.4,12.0,27.1
12744.0,11779.0,28681.0,12.8,11.8,28.7
12719.0,12089.0,27539.0,12.7,12.1,27.6
12606.0,11529.0,28187.0,12.6,11.5,28.2
11832.0,11719.0,27316.0,11.8,11.7,27.3
11778.0,11661.0,27800.0,11.8,11.7,27.8
11585.0,11923.0,27806.0,11.6,11.9,27.8
12664.0,12169.0,27306.0,12.7,12.2,27.3
12159.0,11956.0,27180.0,12.2,12.0,27.2
12338.0,11618.0,26957.0,12.4,11.6,27.0
12646.0,11862.0,28476.0,12.7,11.9,28.5
12324.0,11925.0,27406.0,12.3,11.9,27.4
11837.0,11806.0,27733.0,11.8,11.8,27.8
12046.0,11714.0,26785.0,12.1,11.7,26.8
11225.0,11623.0,27883.0,11.2,11.6,27.9
12509.0,11777.0,27918.0,12.5,11.8,27.9
12536.0,12024.0,27221.0,12.5,12.0,27.2
12188.0,11722.0,27296.0,12.2,11.7,27.3
12441.0,11837.0,27711.0,12.5,11.8,27.7
11894.0,12205.0,27319.0,11.9,12.2,27.3
11949.0,11625.0,27765.0,12.0,11.6,27.8
12168.0,11861.0,27442.0,12.2,11.9,27.5
12145.0,12144.0,27709.0,12.2,12.2,27.7
11829.0,11740.0,28172.0,11.8,11.8,28.2
12960.0,11757.0,27429.0,13.0,11.8,27.5
11896.0,11849.0,27436.0,11.9,11.9,27.5
11399.0,12090.0,28740.0,11.4,12.1,28.8
11256.0,11696.0,27669.0,11.3,11.7,27.7
11536.0,12349.0,28141.0,11.5,12.4,28.2
11578.0,11855.0,27692.0,11.6,11.9,27.7
12374.0,12358.0,28386.0,12.4,12.4,28.4
11594.0,12005.0,27488.0,11.6,12.0,27.5
11340.0,12420.0,27949.0,11.4,12.4,28.0
13132.0,12326.0,27959.0,13.1,12.3,28.0
12846.0,12152.0,27203.0,12.9,12.2,27.2
12014.0,11932.0,27544.0,12.0,11.9,27.6
11771.0,12076.0,27723.0,11.8,12.1,27.8
12373.0,11995.0,28693.0,12.4,12.0,28.7
11159.0,11769.0,28722.0,11.2,11.8,28.8
12160.0,11827.0,28863.0,12.2,11.8,28.9
12239.0,11645.0,28287.0,12.3,11.7,28.3
12929.0,11917.0,28122.0,12.9,11.9,28.2
12311.0,12122.0,28633.0,12.3,12.1,28.7
13152.0,11707.0,27688.0,13.2,11.7,27.7
10889.0,11922.0,28000.0,10.9,11.9,28.0
11771.0,11791.0,28523.0,11.8,11.8,28.6
12634.0,12120.0,27304.0,12.6,12.1,27.3
12113.0,12137.0,27476.0,12.1,12.1,27.5
12624.0,12064.0,28093.0,12.6,12.1,28.1
11900.0,12172.0,27952.0,11.9,12.2,28.0
12216.0,12007.0,27719.0,12.2,12.0,27.7
